"Day","Temperature"
291,20.4448460177102
292,20.2566792300599
293,20.0667785269062
294,19.8751612317386
295,19.6818448246409
296,19.4868469406966
297,19.29018536838
298,19.0918780479337
299,18.8919430697319
300,18.6903986726302
301,18.4872632423018
302,18.2825553095598
303,18.0762935486677
304,17.8684967756349
305,17.659183946501
306,17.4483741556059
307,17.2360866338484
308,17.0223407469317
309,16.8071559935968
310,16.5905520038437
311,16.3725485371409
312,16.1531654806225
313,15.9324228472744
314,15.7103407741082
315,15.4869395203246
316,15.2622394654654
317,15.0362611075537
318,14.8090250612248
319,14.5805520558449
320,14.350862933621
321,14.1199786476985
322,13.8879202602508
323,13.6547089405572
324,13.4203659630721
325,13.1849127054841
326,12.9483706467661
327,12.7107613652154
328,12.4721065364861
329,12.2324279316106
330,11.9917474150146
331,11.7500869425221
332,11.5074685593523
333,11.2639143981091
334,11.0194466767615
335,10.7740876966172
336,10.5278598402879
337,10.2807855696477
338,10.032887423784
339,9.78418801694127
340,9.53471003645805
341,9.28447624069762
342,9.03350945697161
343,8.7818325794577
344,8.52946856711115
345,8.27644044157034
346,8.02277128505666
347,7.7684842382689
348,7.51360249827221
349,7.25814931638198
350,7.00214799604284
351,6.74562189070269
352,6.48859440168241
353,6.23108897604112
354,5.97312910443713
355,5.71473831898512
356,5.45594019110947
357,5.19675832939389
358,4.93721637742779
359,4.6773380116495
360,4.41714693918627
361,4.15666689569172
362,3.89592164318052
363,3.6349349678608
364,3.37373067796417
365,3.11233260157393
